,label,combined_symptoms
4661,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4662,Heart attack, vomiting  breathlessness  sweating  chest pain             
4663,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4664,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4665,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4666,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4667,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4668,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4669,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4670,Acne, skin rash  pus filled pimples  blackheads  scurring             
4671,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4672,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4673,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4674,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4675,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4676,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4677,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4678,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4679,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4680,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4681,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4682,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4683,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4684,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4685,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4686,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4687,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4688,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4689,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4690,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4691,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4692,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4693,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4694,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4695,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4696,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4697,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4698,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4699,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
4700,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
4701,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
4702,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4703,Heart attack, vomiting  breathlessness  sweating  chest pain             
4704,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4705,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4706,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4707,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4708,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4709,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4710,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4711,Acne, skin rash  pus filled pimples  blackheads  scurring             
4712,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4713,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4714,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4715,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4716,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4717,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4718,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4719,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4720,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4721,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4722,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4723,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4724,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4725,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4726,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4727,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4728,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4729,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4730,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4731,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4732,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4733,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4734,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4735,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4736,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4737,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4738,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4739,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4740,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
